id: 0164 |line id: 592   |timestamp: 0.227237 |next line id: 595   |timestamp: 0.227975 |time_spend: 0.000738   |total_time_spend: 0.000738
id: 0164 |line id: 2629  |timestamp: 0.990081 |next line id: 2634  |timestamp: 0.991296 |time_spend: 0.001215   |total_time_spend: 0.0019529999999999999
id: 0164 |line id: 3411  |timestamp: 1.179458 |next line id: 3413  |timestamp: 1.179964 |time_spend: 0.000506   |total_time_spend: 0.002459
id: 0164 |line id: 3743  |timestamp: 1.259597 |next line id: 3745  |timestamp: 1.260100 |time_spend: 0.000503   |total_time_spend: 0.002962
id: 0164 |line id: 5252  |timestamp: 1.732215 |next line id: 5257  |timestamp: 1.733480 |time_spend: 0.001265   |total_time_spend: 0.004227
id: 0164 |line id: 6410  |timestamp: 2.012581 |next line id: 6411  |timestamp: 2.012825 |time_spend: 0.000244   |total_time_spend: 0.004471
id: 0164 |line id: 7221  |timestamp: 2.209134 |next line id: 7223  |timestamp: 2.209640 |time_spend: 0.000506   |total_time_spend: 0.0049770000000000005
id: 0164 |line id: 8747  |timestamp: 2.701424 |next line id: 8749  |timestamp: 2.701929 |time_spend: 0.000505   |total_time_spend: 0.005482000000000001
id: 0164 |line id: 9417  |timestamp: 2.891432 |next line id: 9418  |timestamp: 2.891682 |time_spend: 0.00025    |total_time_spend: 0.005732000000000001
id: 0164 |line id: 10687 |timestamp: 3.321495 |next line id: 10689 |timestamp: 3.321999 |time_spend: 0.000504   |total_time_spend: 0.006236000000000001
id: 0164 |line id: 10921 |timestamp: 3.410794 |next line id: 10923 |timestamp: 3.411301 |time_spend: 0.000507   |total_time_spend: 0.006743000000000001
id: 0164 |line id: 12377 |timestamp: 3.886145 |next line id: 12379 |timestamp: 3.886647 |time_spend: 0.000502   |total_time_spend: 0.007245000000000001
id: 0164 |line id: 15919 |timestamp: 5.191025 |next line id: 15920 |timestamp: 5.191248 |time_spend: 0.000223   |total_time_spend: 0.007468000000000001
id: 0164 |line id: 16252 |timestamp: 5.271438 |next line id: 16253 |timestamp: 5.271675 |time_spend: 0.000237   |total_time_spend: 0.007705000000000001
id: 0164 |line id: 18715 |timestamp: 6.479733 |next line id: 18716 |timestamp: 6.480892 |time_spend: 0.001159   |total_time_spend: 0.008864
id: 0164 |line id: 20530 |timestamp: 7.327687 |next line id: 20531 |timestamp: 7.327931 |time_spend: 0.000244   |total_time_spend: 0.009108
id: 0164 |line id: 21930 |timestamp: 7.731412 |next line id: 21931 |timestamp: 7.731664 |time_spend: 0.000252   |total_time_spend: 0.00936
id: 0164 |line id: 22263 |timestamp: 7.818788 |next line id: 22264 |timestamp: 7.818998 |time_spend: 0.00021    |total_time_spend: 0.00957
id: 0164 |line id: 23274 |timestamp: 8.113303 |next line id: 23276 |timestamp: 8.113817 |time_spend: 0.000514   |total_time_spend: 0.010084000000000001
id: 0164 |line id: 25156 |timestamp: 8.899455 |next line id: 25157 |timestamp: 8.899728 |time_spend: 0.000273   |total_time_spend: 0.010357000000000002
id: 0164 |line id: 26381 |timestamp: 9.293042 |next line id: 26383 |timestamp: 9.293550 |time_spend: 0.000508   |total_time_spend: 0.010865000000000001
id: 0164 |line id: 26786 |timestamp: 9.391307 |next line id: 26788 |timestamp: 9.391810 |time_spend: 0.000503   |total_time_spend: 0.011368000000000001
id: 0164 |line id: 28817 |timestamp: 9.883468 |next line id: 28818 |timestamp: 9.883712 |time_spend: 0.000244   |total_time_spend: 0.011612
id: 0164 |line id: 29224 |timestamp: 9.982137 |next line id: 29225 |timestamp: 9.982319 |time_spend: 0.000182   |total_time_spend: 0.011794
id: 0164 |line id: 31782 |timestamp: 10.602217 |next line id: 31783 |timestamp: 10.602465 |time_spend: 0.000248   |total_time_spend: 0.012042
id: 0164 |line id: 32108 |timestamp: 10.681031 |next line id: 32109 |timestamp: 10.681225 |time_spend: 0.000194   |total_time_spend: 0.012236
id: 0164 |line id: 34124 |timestamp: 11.169218 |next line id: 34128 |timestamp: 11.170227 |time_spend: 0.001009   |total_time_spend: 0.013245
id: 0164 |line id: 34504 |timestamp: 11.261351 |next line id: 34505 |timestamp: 11.261590 |time_spend: 0.000239   |total_time_spend: 0.013484
id: 0164 |line id: 34959 |timestamp: 11.371688 |next line id: 34961 |timestamp: 11.372198 |time_spend: 0.00051    |total_time_spend: 0.013994
id: 0164 |line id: 39770 |timestamp: 12.536585 |next line id: 39772 |timestamp: 12.537088 |time_spend: 0.000503   |total_time_spend: 0.014497
id: 0164 |line id: 40581 |timestamp: 12.733167 |next line id: 40584 |timestamp: 12.733890 |time_spend: 0.000723   |total_time_spend: 0.01522
id: 0164 |line id: 41798 |timestamp: 13.028172 |next line id: 41799 |timestamp: 13.028412 |time_spend: 0.00024    |total_time_spend: 0.01546
id: 0164 |line id: 42214 |timestamp: 13.129044 |next line id: 42218 |timestamp: 13.130052 |time_spend: 0.001008   |total_time_spend: 0.016468
id: 0164 |line id: 43475 |timestamp: 13.618864 |next line id: 43477 |timestamp: 13.619601 |time_spend: 0.000737   |total_time_spend: 0.017205
id: 0164 |line id: 43699 |timestamp: 13.717205 |next line id: 43700 |timestamp: 13.717442 |time_spend: 0.000237   |total_time_spend: 0.017442000000000003
id: 0164 |line id: 44337 |timestamp: 14.029733 |next line id: 44338 |timestamp: 14.029926 |time_spend: 0.000193   |total_time_spend: 0.017635
id: 0164 |line id: 44965 |timestamp: 14.308442 |next line id: 44969 |timestamp: 14.309440 |time_spend: 0.000998   |total_time_spend: 0.018633
id: 0164 |line id: 45579 |timestamp: 14.609686 |next line id: 45581 |timestamp: 14.610150 |time_spend: 0.000464   |total_time_spend: 0.019097
id: 0164 |line id: 46397 |timestamp: 14.996186 |next line id: 46399 |timestamp: 14.996688 |time_spend: 0.000502   |total_time_spend: 0.019599
id: 0164 |line id: 52205 |timestamp: 17.808833 |next line id: 52209 |timestamp: 17.812883 |time_spend: 0.00405    |total_time_spend: 0.023648999999999996
id: 0164 |line id: 55869 |timestamp: 19.770014 |next line id: 55870 |timestamp: 19.770522 |time_spend: 0.000508   |total_time_spend: 0.024156999999999998
id: 0164 |line id: 56124 |timestamp: 19.871633 |next line id: 56126 |timestamp: 19.872138 |time_spend: 0.000505   |total_time_spend: 0.024661999999999996
id: 0164 |line id: 58545 |timestamp: 21.075999 |next line id: 58547 |timestamp: 21.076502 |time_spend: 0.000503   |total_time_spend: 0.025164999999999996
id: 0164 |line id: 59427 |timestamp: 21.471258 |next line id: 59432 |timestamp: 21.473866 |time_spend: 0.002608   |total_time_spend: 0.027772999999999996
id: 0164 |line id: 60862 |timestamp: 22.126516 |next line id: 60864 |timestamp: 22.127022 |time_spend: 0.000506   |total_time_spend: 0.028278999999999995
id: 0164 |line id: 61422 |timestamp: 22.413879 |next line id: 61423 |timestamp: 22.414134 |time_spend: 0.000255   |total_time_spend: 0.028533999999999997
id: 0164 |line id: 62937 |timestamp: 23.282128 |next line id: 62938 |timestamp: 23.282370 |time_spend: 0.000242   |total_time_spend: 0.028775999999999996
id: 0164 |line id: 64248 |timestamp: 23.971304 |next line id: 64250 |timestamp: 23.971803 |time_spend: 0.000499   |total_time_spend: 0.029274999999999995
id: 0164 |line id: 66829 |timestamp: 25.787419 |next line id: 66830 |timestamp: 25.787659 |time_spend: 0.00024    |total_time_spend: 0.029514999999999996
id: 0164 |line id: 67493 |timestamp: 26.072213 |next line id: 67497 |timestamp: 26.074203 |time_spend: 0.00199    |total_time_spend: 0.031505
id: 0164 |line id: 69566 |timestamp: 27.411309 |next line id: 69569 |timestamp: 27.414669 |time_spend: 0.00336    |total_time_spend: 0.034865
id: 0164 |line id: 92761 |timestamp: 48.014501 |next line id: 92762 |timestamp: 48.014724 |time_spend: 0.000223   |total_time_spend: 0.035088
id: 0164 |line id: 94436 |timestamp: 48.931646 |next line id: 94438 |timestamp: 48.932159 |time_spend: 0.000513   |total_time_spend: 0.035601
